,Gene/Region,GRCh38,"HI Score","TS Score",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,COL1A1,17:50184096-50201649,"3 (Sufficient Evidence)","0 (No Evidence)",,,7.09,1,0.11,08/23/2012
G,COL2A1,12:47972967-48006212,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.04,1,0.13,07/29/2020
G,COL3A1,2:188974373-189012746,"3 (Sufficient Evidence)","0 (No Evidence)",,,14.75,1,0.1,01/12/2017
G,COL4A5,X:108439838-108697545,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.97,1,0.19,09/08/2020
G,COL5A1,9:134641789-134844843,"3 (Sufficient Evidence)","0 (No Evidence)",,,35.85,1,0.06,12/14/2017
G,CREBBP,16:3725054-3880727,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.62,1,0.07,10/23/2019
G,CTCF,16:67562526-67639185,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.59,1,0.15,09/22/2021
G,CTNNB1,3:41199422-41240445,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.18,1,0.13,11/22/2017
G,CUL3,2:224470150-224585363,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.57,1,0.23,01/24/2018
G,CUL4B,X:120523858-120575532,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.31,1,0.09,02/09/2021
G,CYBB,X:37780059-37813461,"3 (Sufficient Evidence)","0 (No Evidence)",,,10.63,1,0.19,05/27/2020
G,CYLD,16:50742086-50801935,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.21,1,0.2,02/10/2021
G,DCX,X:111293779-111412205,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.65,0.3,0.62,07/06/2012
G,DDX3X,X:41333308-41364472,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.73,1,0.12,11/22/2017
G,DDX41,5:177511577-177516961,"3 (Sufficient Evidence)","0 (No Evidence)",,,25.66,0,0.74,02/09/2022
G,DICER1,14:95086228-95158263,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.99,1,0.17,02/09/2022
G,DLL1,6:170282200-170291078,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.66,1,0.1,03/09/2021
G,DMD,X:31119219-33339460,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.27,1,0.15,11/20/2019
G,DSCAM,21:40010999-40847158,"3 (Sufficient Evidence)","0 (No Evidence)",,,11.07,1,0.19,01/24/2018
G,DSP,6:7541671-7586714,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.87,1,0.26,10/12/2021
G,DYRK1A,21:37365573-37526358,"3 (Sufficient Evidence)","0 (No Evidence)",,,3.69,1,0.21,12/16/2020
G,EBP,X:48521808-48528716,"3 (Sufficient Evidence)","0 (No Evidence)",,,58.58,0.94,0.34,01/22/2020
G,EDA,X:69616086-70039472,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.43,0.97,0.27,07/26/2012
G,EFNB1,X:68829021-68842160,"3 (Sufficient Evidence)","1 (Little Evidence)",,,5.79,0.93,0.35,07/26/2012
G,EFTUD2,17:44849948-44899445,"3 (Sufficient Evidence)","0 (No Evidence)",,,24.19,1,0.09,05/23/2013
G,EHMT1,9:137619001-137836127,"3 (Sufficient Evidence)","1 (Little Evidence)",,,62.96,1,0.07,07/06/2012
G,ELN,7:74027772-74069907,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.62,0,0.87,07/10/2012
G,ENG,9:127815012-127854773,"3 (Sufficient Evidence)","0 (No Evidence)",,,23.71,1,0.24,12/08/2016
G,EP300,22:41092592-41180077,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.67,1,0.1,03/14/2013
G,ERF,19:42247569-42255128,"3 (Sufficient Evidence)","0 (No Evidence)",,,36.32,0.99,0.26,06/08/2021
G,EXT1,8:117794490-118111826,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.49,1,0.26,06/17/2020
G,EXT2,11:44095659-44251962,"3 (Sufficient Evidence)","0 (No Evidence)",,,14.77,0,0.77,06/23/2020
G,EYA1,8:71197433-71548104,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.33,0.95,0.33,08/26/2020
G,EYA4,6:133240340-133532128,"3 (Sufficient Evidence)","0 (No Evidence)",,,3.86,0.05,0.45,01/22/2020
G,F8,X:154835792-155022723,"3 (Sufficient Evidence)","0 (No Evidence)",,,30.72,1,0.09,10/13/2020
G,F9,X:139530720-139563459,"3 (Sufficient Evidence)","0 (No Evidence)",,,40.27,1,0.17,01/12/2021
G,FANCB,X:14690863-14873255,"3 (Sufficient Evidence)","0 (No Evidence)",,,57.28,1,0.23,06/23/2021
G,FBN1,15:48408313-48645709,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.53,1,0.05,12/04/2019
G,FGD1,X:54445454-54496234,"3 (Sufficient Evidence)","0 (No Evidence)",,,18.2,1,0.2,05/26/2021
G,FGF10,5:44300247-44389706,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.55,0.94,0.34,02/23/2022
G,FGFR1,8:38411143-38468635,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.42,1,0.22,04/05/2021
G,FH,1:241497603-241519755,"3 (Sufficient Evidence)","0 (No Evidence)",,,15.21,0.09,0.54,07/06/2020
G,FLCN,17:17206946-17237188,"3 (Sufficient Evidence)","0 (No Evidence)",,,46.02,0.79,0.39,11/10/2016
G,FLG,1:152302165-152325239,"3 (Sufficient Evidence)","0 (No Evidence)",,,99.71,0,1.96,02/26/2020
G,FLNA,X:154348531-154374634,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.01,1,0.08,12/02/2020
G,FLNC,7:128830406-128859272,"3 (Sufficient Evidence)","0 (No Evidence)",,,21.56,1,0.25,07/13/2021
G,FMR1,X:147911919-147951125,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.45,0.65,0.42,12/16/2020
G,FOXC1,6:1609915-1613897,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.01,0.95,0.31,07/29/2020
G,FOXC2,16:86566829-86569728,"3 (Sufficient Evidence)","0 (No Evidence)",,,5.65,0.13,0.79,11/26/2013
G,FOXF1,16:86510527-86515422,"3 (Sufficient Evidence)","0 (No Evidence)",,,15.93,0.96,0.3,06/20/2013
G,FOXG1,14:28766787-28770277,"3 (Sufficient Evidence)","0 (No Evidence)",,,3.12,0.94,0.33,03/09/2021
G,FOXL2,3:138944224-138947137,"3 (Sufficient Evidence)","0 (No Evidence)",,,21.55,0.88,0.44,02/09/2021
G,FOXP1,3:70954708-71583983,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.14,1,0.18,01/22/2020
G,FRMD7,X:132074926-132128020,"3 (Sufficient Evidence)","0 (No Evidence)",,,28.47,0.73,0.42,04/09/2020
G,FTSJ1,X:48476021-48486364,"3 (Sufficient Evidence)","0 (No Evidence)",,,52.75,0.99,0.2,07/12/2012
G,FZD4,11:86945679-86955395,"3 (Sufficient Evidence)","0 (No Evidence)",,,22.13,0.97,0.31,07/06/2012
G,GATA2,3:128479422-128493201,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.46,0.98,0.29,06/04/2015
G,GATA3,10:8045420-8075198,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.99,0.9,0.39,06/24/2020
G,GATA4,8:11676931-11760002,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.87,0.49,0.53,02/08/2017
G,GATA6,18:22169589-22202528,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.26,1,0.17,06/20/2013
G,GATAD2B,1:153804725-153923953,"3 (Sufficient Evidence)","0 (No Evidence)",,,10.42,1,0.1,12/27/2017
G,GCH1,14:54842016-54902826,"3 (Sufficient Evidence)","0 (No Evidence)",,,28.56,0.9,0.4,05/12/2016
G,GDF5,20:35433347-35454749,"3 (Sufficient Evidence)","0 (No Evidence)",,,5.52,0.67,0.47,02/24/2021
G,GK,X:30653348-30731462,"3 (Sufficient Evidence)","0 (No Evidence)",,,11.79,0.99,0.29,09/06/2012
G,GLA,X:101397803-101407925,"3 (Sufficient Evidence)","0 (No Evidence)",,,42.34,1,0.18,03/24/2021
G,GLI2,2:120735868-120992653,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.89,0.97,0.31,01/11/2021
G,GLI3,7:41960949-42237209,"3 (Sufficient Evidence)","0 (No Evidence)",,,20.82,1,0.2,01/12/2021
G,GLMN,1:92245786-92441936,"3 (Sufficient Evidence)","0 (No Evidence)",,,14.69,0,0.91,07/18/2013
G,GNAS,20:58839681-58911192,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.83,0.68,0.37,01/12/2021
G,GPC3,X:133535745-133985616,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.17,1,0.16,01/27/2021
G,GRIN2A,16:9753404-10182928,"3 (Sufficient Evidence)","0 (No Evidence)",,,13.34,1,0.19,04/27/2022
G,GRIN2B,12:13537337-13982012,"3 (Sufficient Evidence)","0 (No Evidence)",,,10.82,1,0.06,09/25/2019
G,H1-4,6:26156329-26157115,"3 (Sufficient Evidence)","0 (No Evidence)",,,49.38,0.19,1.59,06/26/2019
G,HCCS,X:11111332-11123086,"3 (Sufficient Evidence)","0 (No Evidence)",,,40.92,0.89,0.41,05/10/2012
G,HDAC8,X:72329516-72573099,"3 (Sufficient Evidence)","0 (No Evidence)",,,15.01,0.98,0.3,03/28/2018
G,HIVEP2,6:142751469-142945756,"3 (Sufficient Evidence)","0 (No Evidence)",,,13.96,1,0.08,04/25/2018
G,HMBS,11:119084864-119093549,"3 (Sufficient Evidence)","0 (No Evidence)",,,5.34,0.95,0.34,01/08/2020
G,HNF1B,17:37686431-37745059,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.76,1,0.17,12/21/2020
G,HNRNPK,9:83968083-83980630,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.97,1,0.1,08/11/2016
G,HOXD13,2:176087487-176095944,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.62,0.01,0.95,09/23/2020
G,HPRT1,X:134460165-134500668,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.48,0.94,0.34,01/13/2021
G,IDS,X:149476988-149505306,"3 (Sufficient Evidence)","0 (No Evidence)",,,14.02,0.95,0.32,11/10/2020
G,IGF1R,15:98648539-98964530,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.29,0.97,0.31,08/23/2012
G,IKBKG,X:154541238-154565046,"3 (Sufficient Evidence)","0 (No Evidence)",,,41.6,0.08,1.37,11/10/2020
G,IL1RAPL1,X:28587446-29956718,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.75,1,0.2,08/23/2012
G,IQSEC2,X:53225784-53321356,"3 (Sufficient Evidence)","0 (No Evidence)",,,26.16,1,0.13,04/07/2020
G,IRF6,1:209785617-209806142,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.03,1,0.13,07/06/2012
G,JAG1,20:10637684-10673999,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.06,1,0.15,10/19/2020
G,KANSL1,17:46027335-46225370,"3 (Sufficient Evidence)","0 (No Evidence)",,,16.23,1,0.24,04/11/2013
G,KAT6A,8:41929479-42051988,"3 (Sufficient Evidence)","0 (No Evidence)",,,19,1,0.07,03/28/2018
G,KAT6B,10:74824927-75032624,"3 (Sufficient Evidence)","0 (No Evidence)",,,7.97,1,0.13,04/25/2018
G,KCNH2,7:150944956-150978321,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.87,1,0.27,02/26/2020
G,KCNQ1,11:2445008-2849110,"3 (Sufficient Evidence)","0 (No Evidence)",,,23.28,0,0.81,10/13/2020
G,KCNQ2,20:63400208-63472655,"3 (Sufficient Evidence)","0 (No Evidence)",,,39.78,1,0.16,07/18/2013
G,KDM5C,X:53176277-53225207,"3 (Sufficient Evidence)","0 (No Evidence)",,,11.71,1,0.17,08/23/2012
G,KDM6A,X:44873182-45112779,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.72,1,0.16,07/18/2013
G,KIF11,10:92593130-92655395,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.02,1,0.12,08/01/2013
G,KMT2A,11:118436492-118526832,"3 (Sufficient Evidence)","0 (No Evidence)",,,17.01,1,0.07,05/23/2018
G,KMT2B,19:35717818-35738878,"3 (Sufficient Evidence)","0 (No Evidence)",,,‐,1,0.07,05/11/2017
G,KMT2C,7:152134925-152436642,"3 (Sufficient Evidence)","0 (No Evidence)",,,53.58,1,0.12,01/24/2018
G,KMT2D,12:49018975-49060884,"3 (Sufficient Evidence)","0 (No Evidence)",,,17.49,1,0.1,01/23/2020
G,KMT2E,7:104940949-105115019,"3 (Sufficient Evidence)","0 (No Evidence)",,,19.81,1,0.06,12/29/2021
G,L1CAM,X:153861514-153886173,"3 (Sufficient Evidence)","0 (No Evidence)",,,15.59,1,0.13,12/02/2020
G,LAMP2,X:120426148-120469349,"3 (Sufficient Evidence)","0 (No Evidence)",,,54.6,0.27,0.64,02/09/2021
G,LDLR,19:11089432-11133820,"3 (Sufficient Evidence)","0 (No Evidence)",,,17.35,0,1.13,10/27/2021
G,LEMD3,12:65169583-65248355,"3 (Sufficient Evidence)","0 (No Evidence)",,,36.92,1,0.25,10/19/2020
G,LMX1B,9:126613928-126701032,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.11,0.75,0.42,11/10/2020
G,MAGT1,X:77825747-77895568,"3 (Sufficient Evidence)","0 (No Evidence)",,,34.31,0.96,0.33,09/22/2021
G,MAX,14:65006101-65102695,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.06,0.83,0.46,07/20/2021
G,MBD5,2:148021011-148516971,"3 (Sufficient Evidence)","1 (Little Evidence)",,,8.24,1,0.14,08/11/2016
G,MECP2,X:154021573-154097717,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.39,0.89,0.41,02/22/2021
G,MED13L,12:115958576-116277693,"3 (Sufficient Evidence)","1 (Little Evidence)",,,7.11,1,0.06,11/11/2015
G,MEF2C,5:88717117-88904105,"3 (Sufficient Evidence)","1 (Little Evidence)",,,0.26,0.02,0.61,02/26/2020
G,MEIS2,15:36889204-37101311,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.69,1,0.18,09/14/2021
G,MEN1,11:64803514-64811294,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.63,1,0.17,01/12/2022
G,MID1,X:10445310-10833683,"3 (Sufficient Evidence)","0 (No Evidence)",,,5.13,0.98,0.3,08/23/2021
G,MITF,3:69739464-69968332,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.98,0.98,0.31,04/13/2021
G,MLH1,3:36993487-37050846,"3 (Sufficient Evidence)","0 (No Evidence)",,,3.18,0,0.58,10/13/2021
G,MNX1,7:157004854-157010663,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.84,0.79,0.5,10/04/2012
G,MSH2,2:47403067-47634501,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.57,0.9,0.33,10/13/2021
G,MSH6,2:47783145-47806954,"3 (Sufficient Evidence)","0 (No Evidence)",,,6.24,0,0.5,10/13/2021
G,MSX1,4:4859665-4863936,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.21,0.17,1.01,01/12/2021
G,MTM1,X:150562658-150673143,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.54,1,0.18,01/11/2021
G,MYBPC3,11:47331406-47352702,"3 (Sufficient Evidence)","0 (No Evidence)",,,41.39,0,0.59,11/12/2015
G,MYCN,2:15940550-15947004,"3 (Sufficient Evidence)","0 (No Evidence)",,,6.93,0.89,0.41,07/12/2017
G,MYT1L,2:1789113-2331388,"3 (Sufficient Evidence)","0 (No Evidence)",,,21.8,1,0.09,03/09/2017
G,NAA15,4:139301499-139391384,"3 (Sufficient Evidence)","0 (No Evidence)",,,7.58,1,0.28,04/13/2021
G,NBEA,13:34942270-35672736,"3 (Sufficient Evidence)","0 (No Evidence)",,,6.83,1,0.07,06/26/2019
G,NBN,8:89933331-89984698,"3 (Sufficient Evidence)","0 (No Evidence)",,,19.03,0,1.01,08/21/2020
G,NCKAP1,2:182909115-183038457,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.37,1,0.04,12/27/2017
G,NDP,X:43948776-43973390,"3 (Sufficient Evidence)","0 (No Evidence)",,,3.81,0.65,0.88,06/14/2012
G,NEXMIF,X:74732856-74925452,"3 (Sufficient Evidence)","0 (No Evidence)",,,29.47,1,0.2,06/26/2019
G,NF1,17:31094927-31377677,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.88,0.9,0.29,07/12/2012
G,NF2,22:29603556-29698600,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.2,1,0.09,09/08/2020
G,NFIA,1:61077227-61462788,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.28,1,0.2,01/12/2017
G,NFIX,19:12995475-13098796,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.34,1,0.15,04/12/2022
G,NHS,X:17375200-17735994,"3 (Sufficient Evidence)","0 (No Evidence)",,,3.57,1,0.09,04/28/2021
G,NIPBL,5:36876769-37066413,"3 (Sufficient Evidence)","1 (Little Evidence)",,,3.01,1,0.03,08/26/2020
G,NKX2-5,5:173232109-173235321,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.67,0.95,0.33,07/22/2020
G,NOG,17:56593699-56595611,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.85,0.89,0.42,01/12/2021
G,NR0B1,X:30304206-30309390,"3 (Sufficient Evidence)","0 (No Evidence)",,,15.44,0.97,0.28,05/06/2020
G,NR3C2,4:148078764-148444698,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.63,0.84,0.35,04/06/2020
G,NR5A1,9:124481236-124507399,"3 (Sufficient Evidence)","0 (No Evidence)",,,5.31,0.99,0.26,02/24/2021
G,NRXN1,2:49918503-51032132,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.81,1,0.25,06/08/2021
G,NSD1,5:177131835-177300213,"3 (Sufficient Evidence)","0 (No Evidence)",,,29.19,1,0.1,07/27/2020
G,NSDHL,X:152831001-152869729,"3 (Sufficient Evidence)","0 (No Evidence)",,,64.89,0.96,0.29,09/25/2019
G,NYX,X:41447343-41475652,"3 (Sufficient Evidence)","0 (No Evidence)",,,58.33,0.13,1.13,01/22/2020
G,OCRL,X:129540259-129592556,"3 (Sufficient Evidence)","0 (No Evidence)",,,14.52,1,0.16,01/12/2021
G,OFD1,X:13734726-13773978,"3 (Sufficient Evidence)","0 (No Evidence)",,,70.25,0.96,0.32,04/13/2021
G,OPHN1,X:68042344-68433841,"3 (Sufficient Evidence)","0 (No Evidence)",,,35.46,1,0.16,07/27/2012
G,OTC,X:38352528-38421446,"3 (Sufficient Evidence)","0 (No Evidence)",,,3.31,0.87,0.41,06/28/2012
G,OTX2,14:56799905-56810479,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.72,0.92,0.38,09/08/2020
G,PAFAH1B1,17:2593210-2685617,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.21,1,0.11,10/13/2020
G,PAX2,10:100735396-100829944,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.24,0.67,0.43,02/26/2020
G,PAX3,2:222199887-222298998,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.54,0.24,0.48,05/27/2020
G,PAX6,11:31789026-31817961,"3 (Sufficient Evidence)","1 (Little Evidence)",,,0.78,1,0.17,11/05/2015
G,PAX9,14:36657568-36679362,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.94,0.31,0.61,07/08/2020
G,PBX1,1:164559184-164886047,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.86,1,0.26,09/05/2019
G,PCDH19,X:100291644-100410273,"3 (Sufficient Evidence)","0 (No Evidence)",,,6.65,1,0.13,06/06/2013
G,PDHA1,X:19343906-19361718,"3 (Sufficient Evidence)","0 (No Evidence)",,,35.05,0.99,0.27,09/06/2012
G,PHEX,X:22032325-22251310,"3 (Sufficient Evidence)","0 (No Evidence)",,,6.97,1,0.14,06/28/2012
G,PHF6,X:134373312-134428790,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.85,1,0.17,02/24/2021
G,PHF8,X:53936680-54048935,"3 (Sufficient Evidence)","0 (No Evidence)",,,17.8,1,0.26,08/26/2020
G,PHIP,6:78934419-79078294,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.52,1,0.11,04/13/2022
G,PITX2,4:110617423-110642123,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.8,0.98,0.26,07/06/2012
G,PKD1,16:2088708-2135898,"3 (Sufficient Evidence)","0 (No Evidence)",,,28.17,1,0.18,06/10/2020
G,PKD2,4:88007635-88077779,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.05,0,0.5,07/06/2012
G,PLP1,X:103776506-103792619,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",,,1.65,0.93,0.36,04/12/2021
G,PMP22,17:15229779-15265326,"3 (Sufficient Evidence)","0 (No Evidence)",,,40.48,0.91,0.39,07/12/2012
G,PMS2,7:5970925-6009106,"3 (Sufficient Evidence)","0 (No Evidence)",,,59.43,0,1.27,11/16/2015
G,POGZ,1:151402724-151459494,"3 (Sufficient Evidence)","0 (No Evidence)",,,29.96,1,0.12,12/27/2017
G,POLR1D,13:27620743-27667415,"3 (Sufficient Evidence)","0 (No Evidence)",,,31.76,0.36,1.01,06/23/2021
G,PORCN,X:48508992-48520814,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.63,1,0.14,08/23/2012
G,PQBP1,X:48897862-48903143,"3 (Sufficient Evidence)","0 (No Evidence)",,,39.11,0.79,0.5,04/09/2020
G,PRPS1,X:107628510-107651026,"3 (Sufficient Evidence)","0 (No Evidence)",,,26.12,0.92,0.38,05/17/2012
G,PRRT2,16:29812193-29815920,"3 (Sufficient Evidence)","0 (No Evidence)",,,70.09,0.58,0.56,12/14/2021
G,PTCH1,9:95442980-95516971,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.48,1,0.08,07/01/2020
G,PTCHD1,X:23334369-23404374,"3 (Sufficient Evidence)","0 (No Evidence)",,,6.56,0.98,0.28,02/28/2018
G,PTEN,10:87863625-87971930,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.07,0.26,0.51,06/24/2020
G,PTPN11,12:112418915-112509918,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.58,1,0.14,09/08/2020
G,PURA,5:140114109-140125619,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.4,0.94,0.34,06/07/2017
G,RAB39B,X:155258235-155264491,"3 (Sufficient Evidence)","0 (No Evidence)",,,21.75,0.83,0.52,05/29/2020
G,RAD21,8:116845934-116874776,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.51,1,0.26,03/08/2022
G,RAD51C,17:58692140-58735611,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.19,0,1.49,07/08/2020
G,RAI1,17:17681376-17811453,"3 (Sufficient Evidence)","0 (No Evidence)",,,47.54,1,0.12,10/13/2020
G,RASA1,5:87267845-87391916,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.57,1,0.13,04/22/2020
G,RB1,13:48303751-48481890,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.53,1,0.13,03/09/2021
G,RET,10:43077069-43130351,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.58,1,0.12,08/26/2020
G,RP2,X:46837043-46882358,"3 (Sufficient Evidence)","0 (No Evidence)",,,33.66,0.96,0.31,10/04/2012
G,RPS17,15:82536750-82540457,"3 (Sufficient Evidence)","0 (No Evidence)",,,60.09,0.33,1.85,12/10/2015
G,RPS19,19:41860255-41872925,"3 (Sufficient Evidence)","0 (No Evidence)",,,23.95,0.92,0.37,03/24/2021
G,RPS24,10:78033863-78056806,"3 (Sufficient Evidence)","0 (No Evidence)",,,22.8,0.68,0.59,10/23/2019
G,RPS26,12:56041918-56044697,"3 (Sufficient Evidence)","0 (No Evidence)",,,45.57,0.85,0.48,10/23/2019
G,RPS6KA3,X:20149911-20267514,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.88,1,0.09,08/09/2012
G,RS1,X:18639688-18672108,"3 (Sufficient Evidence)","0 (No Evidence)",,,28.71,0.96,0.3,08/02/2021
G,RUNX1,21:34787801-35049334,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.45,0.65,0.44,08/14/2012
G,SALL4,20:51782331-51802521,"3 (Sufficient Evidence)","0 (No Evidence)",,,38.01,1,0.1,01/11/2021
G,SATB2,2:199269500-199471266,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.6,1,0.09,07/15/2020
G,SCN1A,2:165984641-166149161,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.08,1,0.07,07/06/2012
G,SCN2A,2:165208056-165392310,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.08,1,0.13,04/22/2020
G,SCN5A,3:38548061-38649687,"3 (Sufficient Evidence)","0 (No Evidence)",,,15.55,0.91,0.31,06/08/2021
G,SDHB,1:17018722-17054032,"3 (Sufficient Evidence)","0 (No Evidence)",,,11.22,0,0.83,07/22/2020
G,SDHC,1:161314381-161375340,"3 (Sufficient Evidence)","0 (No Evidence)",,,47.07,0,1.26,10/13/2021
G,SDHD,11:112086873-112095794,"3 (Sufficient Evidence)","0 (No Evidence)",,,39.67,0.34,0.73,08/11/2021
G,SETBP1,18:44680072-45068510,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.67,1,0.11,05/23/2018
G,SETD1A,16:30956618-30984664,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.55,1,0.14,02/28/2018
G,SETD2,3:47016431-47164113,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.64,1,0.21,03/08/2022
G,SETD5,3:9397615-9478154,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.88,1,0.23,11/06/2014
G,SF3B4,1:149923317-149927803,"3 (Sufficient Evidence)","0 (No Evidence)",,,25.11,0.99,0.21,07/17/2014
G,SGCE,7:94584980-94656205,"3 (Sufficient Evidence)","0 (No Evidence)",,,13.27,0.02,0.54,11/11/2021
G,SH2D1A,X:124346563-124373160,"3 (Sufficient Evidence)","0 (No Evidence)",,,11.82,0.39,0.96,01/27/2021
G,SHANK3,22:50672823-50733212,"3 (Sufficient Evidence)","0 (No Evidence)",,,60.1,1,0.12,08/14/2018
G,SHH,7:155799980-155812463,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.66,0.98,0.24,06/24/2020
G,SHOX,Y:624344-659411,"3 (Sufficient Evidence)","0 (No Evidence)",,,76.05,0.67,0.52,10/15/2015
G,SIN3A,15:75369379-75455819,"3 (Sufficient Evidence)","0 (No Evidence)",,,7.32,1,0.07,01/13/2020
G,SIX3,2:44941702-44946071,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.2,0.95,0.32,09/23/2020
G,SLC16A2,X:74421493-74533916,"3 (Sufficient Evidence)","0 (No Evidence)",,,25.73,0.99,0.22,06/28/2012
G,SLC2A1,1:42925353-42958868,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.56,0.99,0.24,03/24/2016
G,SLC35A2,X:48903183-48911958,"3 (Sufficient Evidence)","0 (No Evidence)",,,32.21,0.72,0.56,01/24/2018
G,SLC6A1,3:10992748-11039247,"3 (Sufficient Evidence)","0 (No Evidence)",,,15.39,1,0.15,09/25/2019
G,SLC6A8,X:153687926-153696593,"3 (Sufficient Evidence)","0 (No Evidence)",,,22.63,1,0.21,11/10/2020
G,SLC9A6,X:135974596-136047269,"3 (Sufficient Evidence)","0 (No Evidence)",,,22.85,1,0.21,12/08/2020
G,SMAD3,15:67065602-67195195,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.24,0.8,0.4,04/22/2020
